Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
456,Pune,Pune,Cabbage,Other,FAQ,500,1200,850,10 May 2022
457,Pune,Pune,Cabbage,Other,FAQ,500,1200,850,09 May 2022
458,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,08 May 2022
459,Pune,Pune,Cabbage,Other,FAQ,600,800,700,06 May 2022
460,Pune,Pune,Cabbage,Other,FAQ,500,800,650,05 May 2022
461,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,04 May 2022
462,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,03 May 2022
463,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,02 May 2022
464,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,29 Apr 2022
465,Pune,Pune,Cabbage,Other,FAQ,500,800,650,28 Apr 2022
466,Pune,Pune,Cabbage,Other,FAQ,500,800,650,27 Apr 2022
467,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,26 Apr 2022
468,Pune,Pune,Cabbage,Other,FAQ,400,700,550,25 Apr 2022
469,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,24 Apr 2022
470,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,22 Apr 2022
471,Pune,Pune,Cabbage,Other,FAQ,400,800,600,21 Apr 2022
472,Pune,Pune,Cabbage,Other,FAQ,400,800,600,20 Apr 2022
473,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,19 Apr 2022
474,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,18 Apr 2022
475,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,17 Apr 2022
476,Pune,Pune,Cabbage,Other,FAQ,400,600,500,15 Apr 2022
477,Pune,Pune,Cabbage,Other,FAQ,400,700,550,14 Apr 2022
478,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,13 Apr 2022
479,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,12 Apr 2022
480,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,11 Apr 2022
481,Pune,Pune,Cabbage,Other,FAQ,400,800,600,10 Apr 2022
482,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,08 Apr 2022
483,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,07 Apr 2022
484,Pune,Pune,Cabbage,Other,FAQ,400,800,600,06 Apr 2022
485,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,05 Apr 2022
486,Pune,Pune,Cabbage,Other,FAQ,400,800,600,04 Apr 2022
487,Pune,Pune,Cabbage,Other,FAQ,500,1500,1000,03 Apr 2022
488,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,01 Apr 2022
489,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,31 Mar 2022
490,Pune,Pune,Cabbage,Other,FAQ,400,800,600,30 Mar 2022
491,Pune,Pune,Cabbage,Other,FAQ,500,800,650,29 Mar 2022
492,Pune,Pune,Cabbage,Other,FAQ,400,800,600,28 Mar 2022
493,Pune,Pune,Cabbage,Other,FAQ,400,600,500,27 Mar 2022
494,Pune,Pune,Cabbage,Other,FAQ,300,1000,650,25 Mar 2022
495,Pune,Pune,Cabbage,Other,FAQ,300,1000,650,24 Mar 2022
496,Pune,Pune,Cabbage,Other,FAQ,300,800,550,23 Mar 2022
497,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,22 Mar 2022
498,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,21 Mar 2022
499,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,20 Mar 2022
500,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,18 Mar 2022
501,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,17 Mar 2022
502,Pune,Pune,Cabbage,Other,FAQ,400,1200,800,16 Mar 2022
503,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,15 Mar 2022
504,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,14 Mar 2022
505,Pune,Pune,Cabbage,Other,FAQ,400,1200,800,13 Mar 2022
506,Pune,Pune,Cabbage,Other,FAQ,400,1200,800,11 Mar 2022
507,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,10 Mar 2022
508,Pune,Pune,Cabbage,Other,FAQ,300,1200,750,09 Mar 2022
509,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,08 Mar 2022
510,Pune,Pune,Cabbage,Other,FAQ,400,1000,700,07 Mar 2022
511,Pune,Pune,Cabbage,Other,FAQ,500,1400,950,06 Mar 2022
512,Pune,Pune,Cabbage,Other,FAQ,600,1200,900,04 Mar 2022
513,Pune,Pune,Cabbage,Other,FAQ,400,1200,800,03 Mar 2022
514,Pune,Pune,Cabbage,Other,FAQ,600,1400,1000,02 Mar 2022
515,Pune,Pune,Cabbage,Other,FAQ,500,1000,750,01 Mar 2022
516,Pune,Pune,Cabbage,Other,FAQ,500,1200,850,28 Feb 2022
517,Pune,Pune,Cabbage,Other,FAQ,500,1200,850,27 Feb 2022
518,Pune,Pune,Cabbage,Other,FAQ,700,1200,950,25 Feb 2022
519,Pune,Pune,Cabbage,Other,FAQ,800,1200,1000,24 Feb 2022
520,Pune,Pune,Cabbage,Other,FAQ,800,1200,1000,23 Feb 2022
521,Pune,Pune,Cabbage,Other,FAQ,800,1400,1100,22 Feb 2022
522,Pune,Pune,Cabbage,Other,FAQ,600,1400,1000,21 Feb 2022
523,Pune,Pune,Cabbage,Other,FAQ,1000,1400,1200,20 Feb 2022
524,Pune,Pune,Cabbage,Other,FAQ,1000,1400,1200,18 Feb 2022
525,Pune,Pune,Cabbage,Other,FAQ,800,1500,1150,17 Feb 2022
526,Pune,Pune,Cabbage,Other,FAQ,600,1500,1050,16 Feb 2022
527,Pune,Pune,Cabbage,Other,FAQ,500,1600,1000,15 Feb 2022
528,Pune,Pune,Cabbage,Other,FAQ,1000,1600,1300,14 Feb 2022
529,Pune,Pune,Cabbage,Other,FAQ,1000,2000,1500,13 Feb 2022
530,Pune,Pune,Cabbage,Other,FAQ,1500,2000,1750,11 Feb 2022
531,Pune,Pune,Cabbage,Other,FAQ,1200,2200,1700,10 Feb 2022
532,Pune,Pune,Cabbage,Other,FAQ,1500,2000,1750,09 Feb 2022
533,Pune,Pune,Cabbage,Other,FAQ,1500,2000,1750,08 Feb 2022
534,Pune,Pune,Cabbage,Other,FAQ,1500,2000,1750,07 Feb 2022
535,Pune,Pune,Cabbage,Other,FAQ,1500,2000,1750,06 Feb 2022
536,Pune,Pune,Cabbage,Other,FAQ,1500,2500,2000,04 Feb 2022
537,Pune,Pune,Cabbage,Other,FAQ,1500,2000,1750,03 Feb 2022
538,Pune,Pune,Cabbage,Other,FAQ,1000,2000,1500,30 Jan 2022
539,Pune,Pune,Cabbage,Other,FAQ,1500,2000,1750,28 Jan 2022
540,Pune,Pune,Cabbage,Other,FAQ,1000,2000,1500,27 Jan 2022
541,Pune,Pune,Cabbage,Other,FAQ,1200,2000,1600,25 Jan 2022
542,Pune,Pune,Cabbage,Other,FAQ,1200,2000,1600,24 Jan 2022
543,Pune,Pune,Cabbage,Other,FAQ,1400,2000,1700,23 Jan 2022
544,Pune,Pune,Cabbage,Other,FAQ,1200,2000,1600,21 Jan 2022
545,Pune,Pune,Cabbage,Other,FAQ,1000,2000,1500,20 Jan 2022
546,Pune,Pune,Cabbage,Other,FAQ,1500,2000,1750,19 Jan 2022
547,Pune,Pune,Cabbage,Other,FAQ,1200,2000,1600,18 Jan 2022
548,Pune,Pune,Cabbage,Other,FAQ,1500,2500,2000,17 Jan 2022
549,Pune,Pune,Cabbage,Other,FAQ,1500,2800,2150,16 Jan 2022
550,Pune,Pune,Cabbage,Other,FAQ,1500,2500,2000,14 Jan 2022
551,Pune,Pune,Cabbage,Other,FAQ,1500,2500,2000,12 Jan 2022
552,Pune,Pune,Cabbage,Other,FAQ,1500,2500,2000,11 Jan 2022
553,Pune,Pune,Cabbage,Other,FAQ,1500,2000,1750,10 Jan 2022
554,Pune,Pune,Cabbage,Other,FAQ,1500,2500,2000,09 Jan 2022
555,Pune,Pune,Cabbage,Other,FAQ,1600,3000,2500,07 Jan 2022
556,Pune,Pune,Cabbage,Other,FAQ,1500,2500,2000,05 Jan 2022
557,Pune,Pune,Cabbage,Other,FAQ,1500,3000,2250,04 Jan 2022
558,Pune,Pune,Cabbage,Other,FAQ,2000,3000,2500,03 Jan 2022
559,Pune,Pune,Cabbage,Other,FAQ,2000,2500,2250,02 Jan 2022
