Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
545,Pune,Pune,Bitter gourd,Other,FAQ,2000,4000,3000,25 Jan 2022
546,Pune,Pune,Bitter gourd,Other,FAQ,2500,4000,3250,24 Jan 2022
547,Pune,Pune,Bitter gourd,Other,FAQ,2500,4000,3250,23 Jan 2022
548,Pune,Pune,Bitter gourd,Other,FAQ,2500,4000,3250,21 Jan 2022
549,Pune,Pune,Bitter gourd,Other,FAQ,2500,4000,3250,20 Jan 2022
550,Pune,Pune,Bitter gourd,Other,FAQ,2500,4000,3250,19 Jan 2022
551,Pune,Pune,Bitter gourd,Other,FAQ,3000,4500,3750,18 Jan 2022
552,Pune,Pune,Bitter gourd,Other,FAQ,3000,4000,3500,17 Jan 2022
553,Pune,Pune,Bitter gourd,Other,FAQ,3000,4000,3500,16 Jan 2022
554,Pune,Pune,Bitter gourd,Other,FAQ,2500,4000,3250,14 Jan 2022
555,Pune,Pune,Bitter gourd,Other,FAQ,3000,4000,3500,12 Jan 2022
556,Pune,Pune,Bitter gourd,Other,FAQ,2500,4500,3500,11 Jan 2022
557,Pune,Pune,Bitter gourd,Other,FAQ,3000,4000,3500,10 Jan 2022
558,Pune,Pune,Bitter gourd,Other,FAQ,2000,5000,3500,09 Jan 2022
559,Pune,Pune,Bitter gourd,Other,FAQ,3000,4500,3750,07 Jan 2022
560,Pune,Pune,Bitter gourd,Other,FAQ,3000,4000,3500,05 Jan 2022
561,Pune,Pune,Bitter gourd,Other,FAQ,2500,4000,3250,04 Jan 2022
562,Pune,Pune,Bitter gourd,Other,FAQ,3000,4000,3500,03 Jan 2022
563,Pune,Pune,Bitter gourd,Other,FAQ,3000,4000,3500,02 Jan 2022
